Index,Tweets
2615,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2616,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
2617,"RT @PaulTempleman6: It never said on the side of any bus that Getting Brexit Done was to be an annual event.
#Brexit #NIP"
2618,"More unworkable stuff thanks to #Brexit

https://t.co/g7A8cjFrdv"
2619,@holnicoteNH @Tesco @LidlGB Similar in both @waitrose and @Tesco in Marlborough today. The big supermarkets need to… https://t.co/xkGjTIVnJb
2620,@graham669 I'd guess so myself too.  It would be interesting to know what the figures are for comparison.  Has anyo… https://t.co/G2xRo6uKKA
2621,@GBNEWS The EU still holds all the cards and are in full control 🤣  #Brexit is dodo like !
2622,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2623,RT @Mark_Twitchett: Please retweet for a greater sample size: Should we as @LibDems be strongly advocating for a closer relationship with t…
2624,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2625,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2626,"RT @jdpoc: EU nations working seamlessly together for Energy Supply &amp; Pricing Security.

One reason why Energy prices are consistently, alm…"
2627,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
2628,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2629,RT @Anna_Soubry: Apart from #Guardian there’s a pitiful failure of the media to investigate the Conservative Democratic Organisation (sic)…
2630,"RT @paddytoland: @JamieBrysonCPNI @eastantrimmp What part of the British Isles are we Jamie?

The Irish part. Theirs no getting away from t…"
2631,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2632,RT @Anna_Soubry: Apart from #Guardian there’s a pitiful failure of the media to investigate the Conservative Democratic Organisation (sic)…
2633,"RT @brexitleo: #RejoinEU folks looking for tomatoes, vegetables and fruits… 🤣  It has to be #Brexit. NO! 

How it started… How it’s going 😂…"
2634,"RT @Penyrheolgerrig: Tesco and Sainsbury’s shoppers in London find shelves empty as supermarkets explain why there are no tomatoes, cucumbe…"
2635,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2636,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2637,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2638,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2639,RT @LizWebsterLD: Watch 👀 to see how #Brexit reality promises to keep proving that project fear wasn’t fearful enough and that @BorisJohnso…
2640,"RT @LizWebsterLD: How #Brexit is helping European #Football clubs beat UK giants 

Due to FIFA rules, Brexit ensured British clubs suddenly…"
2641,"RT @LizWebsterLD: Things are about to get a lot worse for food supply in Britain. 

It’s tomatoes and cucumbers now. Potatoes likely will b…"
2642,RT @riotgrandma72: Oh look: #borisjohnson with a friend. The man who has done less for the country and more for himself than anyone else. #…
2643,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2644,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2645,RT @A_Soft_Soul: @ScottBentonMP Founding father of the European Union #Brexit https://t.co/3wc4yUFqDB
2646,RT @Paul_D1963: Why can't the British PM just tell the truth about #Brexit? Admit it is a disaster and start working towards rejoining the…
2647,RT @DeepSteveo: #Brexit is such a failure. Here’s another example of where culturally progressive Europeans move forward and Britain is lef…
2648,"RT @sen_j59: You have to admit, Johnson, Cummings et al, did a great job of spouting propaganda ( all untrue) to win the #Brexit referendum"
2649,RT @Mark_Twitchett: Please retweet for a greater sample size: Should we as @LibDems be strongly advocating for a closer relationship with t…
2650,RT @rec777777: @Muskovite2 @Don_LImmortale @acgrayling I have friends with places in France and Spain. They're over there now for the winte…
2651,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2652,"RT @TerraOrBust: Meanwhile, despite #Brexit

Red meat exports from the UK reach record levels in 2022

""These figures show the value of exp…"
2653,"RT @DanRJohnson: Go on, #BorisJohnson - Tell us how your ‘oven ready’ deal to ‘get #Brexit done’ - That completely sold out the Northern Ir…"
2654,I have always been inspired and informed by the rational and pro-European comms from #Mike4Chair throughout the dar… https://t.co/QYUatRMntj
2655,RT @Daveb3007: @Keir_Starmer Until you lose the economically illiterate stance of making #Brexit work and denying the Scottish people the r…
2656,RT @PriorConsults: The British pound will receive a “significant bounce” if Britain and the EU reach a deal on post-Brexit trading arrangem…
2657,"@yatesco @JKLDNMAD No, because that’ll be admitting that #Brexit has failed"
2658,@JenniferCoogan1 @Chris_Leigh_UK @NicholasTyrone When will you or any Leave voter be able to explain what benefits… https://t.co/4KLFLJm5Ax
2659,@ScottBentonMP Founding father of the European Union #Brexit https://t.co/3wc4yUFqDB
2660,RT @UxbEconomist07: Supposedly respected commentators on SocialMedia/Newspapers/Media coming out with usual misdirection/revisionism of why…
2661,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2662,"A crash course on #Brexit and #NI history. Its a bit of a highlights only tour, but does the job of setting the sta… https://t.co/KgvTSY7opF"
2663,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2664,@antrad51 For a lot of the architects of #brexit that would be the reason.
2665,"RT @BrexitRage: Empty shelves 

#Brexit https://t.co/UvxEIj72qj"
2666,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2667,"RT @BrexitRage: Currently Twitter is losing its mind over the lack of fruit and veg available nationally. 

The @NFUtweets states that due…"
2668,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2669,RT @TanvirHamid1982: Saw this on @tiktok_uk &amp; not sure of the full story/context but sadly racism is all part of the norm thanks to #Brexit…
2670,RT @DalbidEU: The ‘Oven Ready Deal’ is still burning Tory fingers. And ‘We hold all the cards’ predictably proved to be a pitiful pack of l…
2671,"Empty shelves 

#Brexit https://t.co/UvxEIj72qj"
2672,"RT @OperaSocialist: Can you feed a family of four with all this sovereignty?

#Brexit https://t.co/1y8FDC5Nrs"
2673,"RT @PaulTempleman6: It never said on the side of any bus that Getting Brexit Done was to be an annual event.
#Brexit #NIP"
2674,The #Tories are facing oblivion thanks to #Brexit &amp; .@UKLabour will fall into the same traps when they come to powe… https://t.co/YxjyAKp0Zi
2675,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2676,"RT @RestoreHope_20: I'm prepared to swap some 'sovereignty' for a pound of fresh tomatoes...
#BrexitBrokeBritain #BrexitDisaster #Brexit"
2677,RT @eurotyke: Always good to keep this in mind for those promoting so called #Brexit benefits… https://t.co/qTM222eKXD
2678,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
2679,Looks like we have reached the baseline of 34% of the population think we were right to leave the EU. Interestingly… https://t.co/9mKF9T67eR
2680,"Kebab Meh Hadi : 

Translation:

Boris Johnson 

@ Eton
@UniofOxford
@thetimes
@spectator
@Telegraph
@MayorofLondon… https://t.co/EOyyIop9Ag"
2681,Two most powerful men in the world - President Vladimir Putin of Russia 🇷🇺 &amp; President Xi Jinping of China 🇨🇳 makin… https://t.co/c7YqOqCOd8
2682,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2683,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
2684,"Is it wrong to call #brexit fanatics, retards?

And if they don't like it, does it make THEM #woke?

Who cares eith… https://t.co/VrTpWgzxbE"
2685,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2686,"@EUflagmafia Hi
Have u any context/info to the parade?

Like - who/why are they demo against #Brexit in Dusseldorf ?

ta"
2687,RT @RichardScribbl1: Boris Johnson expelled 21 MPs from the parliamentary Conservative Party after they rebelled against him in a bid to pr…
2688,RT @Outspok03350812: Sunak's EU-Northern Ireland surrender paused as it faced serious backlash from DUP &amp; senior cabinet Tories. #Brexit #l…
2689,RT @RichardScribbl1: Boris Johnson expelled 21 MPs from the parliamentary Conservative Party after they rebelled against him in a bid to pr…
2690,@Conservatives needs to rid the back stabber and bring back the democratically elected PM #Brexit @BorisJohnson the… https://t.co/l96t13GvFw
2691,@NHSuk patients being blocked from #Brexit-agreed @EU_Commission scheme https://t.co/KaEA1YcnnA via @lizrob92
2692,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2693,#Heseltine #brexit https://t.co/Xq41zpXEFX
2694,RT @DalbidEU: @NicholasTyrone The ‘Oven Ready Deal’ is still burning Tory fingers. And ‘We hold all the cards’ predictably proved to be a p…
2695,"RT @RingsingC: @13sarahmurphy Had #Brexit happened in France and been a disaster as it is here, the French society/country would grind to a…"
2696,RT @RonanLTynan: #BorisJohnson as cynical as one can imagine embarking on a campaign of political vandalism against the Peace Process threa…
2697,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2698,RT @riotgrandma72: Oh look: #borisjohnson with a friend. The man who has done less for the country and more for himself than anyone else. #…
2699,RT @UxbEconomist07: Supposedly respected commentators on SocialMedia/Newspapers/Media coming out with usual misdirection/revisionism of why…
2700,"RT @jakkibak: Hurra #Brexit
What was that about 'less red tape'?

#BrexitReality #BrexitBritain"
2701,RT @Mark_Twitchett: Please retweet for a greater sample size: Should we as @LibDems be strongly advocating for a closer relationship with t…
2702,"#podcast Marginal en RPP: Siempre hablamos de dólares, soles y euros. Hablemos esta vez de las demás monedas en el… https://t.co/GAq7yRWYjo"
2703,@NicholasTyrone The ‘Oven Ready Deal’ is still burning Tory fingers. And ‘We hold all the cards’ predictably proved… https://t.co/plouX1K4pg
2704,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2705,"RT @rec777777: @guyverhofstadt The surrender act was always the problem in NI. The EU, then didn't act in the spirit of the deal.

An incre…"
2706,RT @RonanLTynan: #BorisJohnson as cynical as one can imagine embarking on a campaign of political vandalism against the Peace Process threa…
2707,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
2708,RT @Outspok03350812: Sunak's EU-Northern Ireland surrender paused as it faced serious backlash from DUP &amp; senior cabinet Tories. #Brexit #l…
2709,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2710,"RT @Jon_Danzig: 𝗪𝗘 𝗪𝗔𝗡𝗧 𝗢𝗨𝗥 𝗖𝗢𝗡𝗧𝗜𝗡𝗘𝗡𝗧 𝗕𝗔𝗖𝗞 - 𝟮-𝗺𝗶𝗻 𝘃𝗶𝗱𝗲𝗼

If the electorate agrees, we can undo #Brexit and get back together with our alli…"
2711,"RT @Iain643: That's nice to hear eh 
It's rather like british #Brexit La La Land"
2712,RT @jackiekemp: Scottish business leaders blast #Brexit which is costing billions in lost investment and making it harder for them to grow…
2713,"RT @UrsusClan: Tory Rebels still protesting about #EU and the #NIprotocol, not about the state of public service, pay for nurses or support…"
2714,"RT @TerraOrBust: Meanwhile, despite #Brexit

Red meat exports from the UK reach record levels in 2022

""These figures show the value of exp…"
2715,Supposedly respected commentators on SocialMedia/Newspapers/Media coming out with usual misdirection/revisionism of… https://t.co/4YrFtJFsfI
2716,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2717,RT @Anna_Soubry: Apart from #Guardian there’s a pitiful failure of the media to investigate the Conservative Democratic Organisation (sic)…
2718,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2719,"RT @sallybell08: Those #Brexit #SunnyUplands those #BrexitBenefits just keep on coming. 
Will either @RishiSunak or @Keir_Starmer please gr…"
2720,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2721,"How’s that #brexit working out. 

Oh, did everything sane people warned about end up happening? 

Did Russians spen… https://t.co/mERnEuSw0X"
2722,"RT @JibbaJabb: Throwback to Ken Clarke's speech likening the behaviour of the UK Govt to that of a ""third world dictatorship"" by (previousl…"
2723,"RT @geoffh33: On the left #BrexitBritain 

On the right EU

Tell me again about ‘droughts’ in Europe affecting supplies to Britain.

#Boris…"
2724,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2725,"RT @SusanlLawson: Sensible obs by @MhairiBlack I live amongst diverse community, Swedish, German's, Irish, Belgium, Israeli, Spanish, Frenc…"
2726,"#Brexit 

English Brexiters could just accept that most people in Northern Ireland support the Protocol and honour… https://t.co/PADlJsT2n8"
2727,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2728,Good grief Trussonomics in action #brexit https://t.co/eCpDrpNKzM
2729,"RT @Colin_CWilliams: Two-thirds of public say Brexit has hurt economy, poll finds 

#FBPE #RejoinEU #Brexit #BrexitBrokeBritain #BrexitSham…"
2730,RT @RolfMeissler: The manipulation of an entire people by a handful of millionaires and billionaires who promised themselves higher profits…
2731,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2732,"#brexit Sunak couldn’t stand the backlash and backed off, no new deal on Northern Ireland https://t.co/6BPDHIeCvs"
2733,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2734,"You've gotta love the Miss #Brexit Carnival float
#BrexitReality #BrexitHasFailed 
https://t.co/fNXcoHbgRy"
2735,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2736,Fantastic! #brexit explained https://t.co/QGOgCyDzgk
2737,"RT @gildedcage66: What do you believe was the MAIN REASON some people (or yourself) voted for #Brexit?

Please retweet and comment others (…"
2738,"That's nice to hear eh 
It's rather like british #Brexit La La Land https://t.co/mjC92fLlEu"
2739,Dominic Grieve on the mistakes Britain made #Brexit #Politics #DominicGr... https://t.co/jckQFsd6mr via @YouTube
2740,"RT @robert0461: Oh, the lies they told!
#Brexit #BrexitReality https://t.co/Nx6vi6AEzv"
2741,"RT @LizWebsterLD: How #Brexit is helping European #Football clubs beat UK giants 

Due to FIFA rules, Brexit ensured British clubs suddenly…"
2742,"RT @Archipet: Quick survey this morning! @Waitrose has no peppers, @sainsburys have no tomatoes and @Tesco has a few tomatoes and peppers!…"
2743,RT @riotgrandma72: Oh look: #borisjohnson with a friend. The man who has done less for the country and more for himself than anyone else. #…
2744,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2745,How’s #Brexit going again? Taking back what?  https://t.co/eKdLVgn4wS
2746,RT @davidagoodland: Great #Brexit Bonuses. No. 271.
2747,"RT @robert0461: Oh, the lies they told!
#Brexit #BrexitReality https://t.co/Nx6vi6AEzv"
2748,@SkySportsNews Don’t want this Rat owning #MUFC. #JimRatcliffe backed #Brexit &amp; not longer after Brexit he moved to… https://t.co/DG8FOUvMc8
2749,"RT @congobongoman: Supermarket in France today. When was last time you saw produce of this quantity/quality in UK shops.
#BrexitReality #Br…"
2750,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2751,RT @bilblogz: #Brexit https://t.co/OlP7wPPPEa
2752,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2753,"RT @rec777777: @guyverhofstadt The surrender act was always the problem in NI. The EU, then didn't act in the spirit of the deal.

An incre…"
2754,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2755,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2756,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2757,"RT @TobiFrenzen: 👉 How Leave won the #Brexit campaign...

Shocking excerpts from a series of interviews by Democracy Now, revealing in deta…"
2758,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2759,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2760,RT @davidagoodland: Great #Brexit Bonuses. No. 271.
2761,"Don't forget, the Conservatives would not be in POWER, if it weren't for the DUP. Which I why we think Rishi just H… https://t.co/yQrciYl7rU"
2762,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2763,"RT @brexitleo: Show me #Brexit in an image. 

Sovereignty and Soft Power - not a fake picture 😂

#EU revoir 🙌

#BrexitReality #BrexitDisast…"
2764,"So now we have the people in the EU making it legal to shag animals.

Think about that #remoaners #remainers you li… https://t.co/lZCE5Ch9dS"
2765,"RT @TerraOrBust: Meanwhile, despite #Brexit

Red meat exports from the UK reach record levels in 2022

""These figures show the value of exp…"
2766,"RT @BrexitRage: The only good Brexit is a dead Brexit 

https://t.co/yk718X0pqq

#Brexit #economics #CostOfLivingCrisis #RejoinEU #BrexitBr…"
2767,"RT @WendtheWalker: @guyverhofstadt Oh do fcuk off you complete &amp; 🛎️🔚 joke of an unelected so called politician!
Get back to your corrupt gr…"
2768,"RT @congobongoman: Supermarket in France today. When was last time you saw produce of this quantity/quality in UK shops.
#BrexitReality #Br…"
2769,RT @CeltIndy: More Utter 💩 from the Propaganda Press &amp; it's Masters. The Cause #BREXIT ! And the Liars &amp; Fraudsters Behind the biggest Crim…
2770,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2771,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2772,RT @jackiekemp: Scottish business leaders blast #Brexit which is costing billions in lost investment and making it harder for them to grow…
2773,RT @sallybell08: #Brexit was one of the biggest lies that the #ToryParty has ever told. A lie full of sleaze and corruption that the 52% ar…
2774,"RT @UrsusClan: Tory Rebels still protesting about #EU and the #NIprotocol, not about the state of public service, pay for nurses or support…"
2775,"Explainer: Talks on post-Brexit Northern Ireland trade edge closer to deal via @Reuters 

https://t.co/dlguZ8OwnI… https://t.co/VPybFCbnoA"
2776,"'Intensive negotiations', UK ministers to speak to EU's Sefcovic on Monday via @Reuters 

https://t.co/dHglJDGm82… https://t.co/jKbpubqy3S"
2777,"RT @sen_j59: You have to admit, Johnson, Cummings et al, did a great job of spouting propaganda ( all untrue) to win the #Brexit referendum"
2778,RT @vanmaneuro: If you want to find endless fresh food with  multiple choices of each product I highly recommend a trip to … the European m…
2779,"#NIprotocol #brexit agus an Tánaiste @MichealMartinTD sa Bhruiséil á phlé agam inniu @nuacht1rnag 👇

https://t.co/pPoES4EJjS"
2780,"RT @riotgrandma72: As #borisjohnson ( liar, adulterer, condoner of bullies and sexual predators) sticks his oar in to ‘preserve his legacy’…"
2781,"RT @Archipet: Quick survey this morning! @Waitrose has no peppers, @sainsburys have no tomatoes and @Tesco has a few tomatoes and peppers!…"
2782,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2783,"I am once again reminded of this 

#NIprotocol #thedup #brexit https://t.co/P3uRguJB4x"
2784,RT @sallybell08: The only place @BorisJohnson should be is in prison. His biggest lie #Brexit has destroyed this country. The lives cost du…
2785,RT @LiveSquawk: UK Foreign Sec. Cleverly To Address Tory Backbenchers On #Brexit Deal Tomorrow
2786,"UK property asking prices show weakest February gain on record: Rightmove - @Reuters 

https://t.co/QPLwtYdSaJ… https://t.co/7Xu3uCCnDD"
2787,RT @DalbidEU: @JolyonMaugham @BBCr4today The ‘Oven Ready Deal’ is still burning Tory fingers. And ‘We hold all the cards’ predictably prove…
2788,RT @sallybell08: #Brexit was one of the biggest lies that the #ToryParty has ever told. A lie full of sleaze and corruption that the 52% ar…
2789,UK Foreign Sec. Cleverly To Address Tory Backbenchers On #Brexit Deal Tomorrow
2790,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2791,"RT @congobongoman: Supermarket in France today. When was last time you saw produce of this quantity/quality in UK shops.
#BrexitReality #Br…"
2792,"RT @B_Flynn88: Nice concise analysis of British politics via @nfergus and @JonDavis73 

--Britain destined for a European ""halfway house""?…"
2793,"Scotland's health minister Humza Yousaf to run for country's leadership via @Reuters 

https://t.co/CRkiAh5bRA… https://t.co/ojF7UYV9m6"
2794,"RT @BrexitRage: Currently Twitter is losing its mind over the lack of fruit and veg available nationally. 

The @NFUtweets states that due…"
2795,"RT @VolkRegeert: Een stem op de #PVV heeft het meeste effect, iedereen herinnert zich melkert na nederlaag tegen #Fortuyn, het jankende est…"
2796,"RT @robert0461: Oh, the lies they told!
@michaelgove 
#Brexit #BrexitReality https://t.co/mnwt01cthV"
2797,RT @RobTayl11664010: The kingdom of #Brexit was built out of lies and those that are left supporting it are fanatics.
2798,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2799,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2800,"RT @BameFor: @AyoCaesar Identity politics and Black spaces. The British Black experience of 'left solidarity' is to be sold out, and histor…"
2801,"RT @rec777777: @guyverhofstadt The surrender act was always the problem in NI. The EU, then didn't act in the spirit of the deal.

An incre…"
2802,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2803,RT @MrJohnNicolson: The Tory MP on #bbclaurak this morning claimed #Covid vaccination approval was quicker because of Brexit. It was the on…
2804,"Scottish finance minister Kate Forbes to run for country's leadership via @Reuters 

https://t.co/rfQMiiIfki… https://t.co/1zSRgg0wyB"
2805,@john4brexit “Risk”. Happening. #Brexit
2806,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2807,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2808,RT @DalbidEU: @JolyonMaugham @BBCr4today The ‘Oven Ready Deal’ is still burning Tory fingers. And ‘We hold all the cards’ predictably prove…
2809,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2810,"What on earth has the headline go to do with ""Europe"" and ""economic union""?

There's a certain subset of people tha… https://t.co/flU2pJ6Oy9"
2811,@NicholasTyrone @HuwHarries This is about the ‘Oven-ready’  #Brexit deal from 2019 and lies that we were all told a… https://t.co/cYyHrBGQeV
2812,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2813,"Great to see #Aldi succeed and create 2,400 jobs but post #Brexit where are the big wins with high quality jobs in… https://t.co/ZledFQ5iWv"
2814,RT @MrJohnNicolson: The Tory MP on #bbclaurak this morning claimed #Covid vaccination approval was quicker because of Brexit. It was the on…
2815,"RT @SaveBritishFood: We have been warning a #FoodCrisis was inevitable thanks to #Brexit 

That #UkraineRussiaWar #ClimateEmergency and #Co…"
2816,"RT @PolakPolly: Yesterday I had to teach my students, in under 3 hours, what the EU was and why #Brexit was happening. It seemed like an im…"
2817,"I'm prepared to swap some 'sovereignty' for a pound of fresh tomatoes...
#BrexitBrokeBritain #BrexitDisaster #Brexit"
2818,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2819,The manipulation of an entire people by a handful of millionaires and billionaires who promised themselves higher p… https://t.co/mcp6OwYD5S
2820,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2821,"@JamieBrysonCPNI @eastantrimmp What part of the British Isles are we Jamie?

The Irish part. Theirs no getting away… https://t.co/KMIdtP5NJU"
2822,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2823,"RT @HappyAbode1875: Remind me, didn’t  the Honourable Member for Henley vote enthusiastically for the senseless fantasy of  Johnson’s “oven…"
2824,"La #Brexit non dà i risultati sperati e promessi, ora che succede?
https://t.co/ybf6weIL93"
2825,"RT @bmay: Probably the greatest interview given in the run up to the #Brexit vote, because years later, it has all been entirely borne out…"
2826,"RT @Jon_Danzig: → Today, I rewrite history – share 2-minute video

𝗪𝗛𝗔𝗧 𝗗𝗔𝗩𝗜𝗗 𝗖𝗔𝗠𝗘𝗥𝗢𝗡 𝗦𝗛𝗢𝗨𝗟𝗗 𝗛𝗔𝗩𝗘 𝗗𝗢𝗡𝗘 𝗔𝗕𝗢𝗨𝗧 #𝗕𝗥𝗘𝗫𝗜𝗧

I have rewritten hist…"
2827,RT @fourkingtories: @bmay The young should've got out and voted to remain then. I was in my late 20s at the time of the referendum and had…
2828,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2829,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
2830,RT @jemmaforte: Wow. Look how openly they describe the illegality of the referendum across the pond! Makes you realise quite how muted our…
2831,"RT @OneMoreGoodMan: #Brexit has betrayed millions of ordinary people in the UK, economically, socially and in many other ways. Persuade me…"
2832,@Rob_Kimbell Aldi is a German business it appears that #Brexit Britain still offers some attractions to Europe… https://t.co/Zmyp0URpQG
2833,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2834,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2835,"RT @brexitleo: #Brexit #Jobs | 

Britain’s performance has not only been impressive, it has completely destroyed the credibility of the Rem…"
2836,"RT @MtnMD: THE SAME PEOPLE who gave us trump, gave us #brexit. 

Through propaganda and manipulation, by using an uninvolved electorate for…"
2837,RT @gmbutts: Some things are beyond parody. #Brexit https://t.co/uoUEcQTLjM
2838,"RT @holnicoteNH: What the heck is going on? This is in @Tesco in Minehead tonight, and the same last night! No tomatoes, no peppers, no cuc…"
